CommentrId,ComtDate,LikeNumberID
51049,00:00.0,CM51049
51050,00:00.0,CM51050
51051,00:00.0,CM51051
51052,00:00.0,CM51052
51053,00:00.0,CM51053
51054,00:00.0,CM51054
51055,00:00.0,CM51055
51056,00:00.0,CM51056
51057,00:00.0,CM51057
51058,00:00.0,CM51058
51059,00:00.0,CM51059
51060,00:00.0,CM51060
51061,00:00.0,CM51061
51062,00:00.0,CM51062
51063,00:00.0,CM51063
51064,00:00.0,CM51064
51065,00:00.0,CM51065
51066,00:00.0,CM51066
51067,00:00.0,CM51067
51068,00:00.0,CM51068
51069,00:00.0,CM51069
51070,00:00.0,CM51070
51071,00:00.0,CM51071
51072,00:00.0,CM51072
51073,00:00.0,CM51073
51074,00:00.0,CM51074
51075,00:00.0,CM51075
51076,00:00.0,CM51076
51077,00:00.0,CM51077
51078,00:00.0,CM51078
51079,00:00.0,CM51079
51080,00:00.0,CM51080
51081,00:00.0,CM51081
51082,00:00.0,CM51082
51083,00:00.0,CM51083
51084,00:00.0,CM51084
51085,00:00.0,CM51085
51086,00:00.0,CM51086
51087,00:00.0,CM51087
51088,00:00.0,CM51088
51089,00:00.0,CM51089
51090,00:00.0,CM51090
51091,00:00.0,CM51091
51092,00:00.0,CM51092
51093,00:00.0,CM51093
51094,00:00.0,CM51094
51095,00:00.0,CM51095
51096,00:00.0,CM51096
51097,00:00.0,CM51097
51098,00:00.0,CM51098
51099,00:00.0,CM51099
51100,00:00.0,CM51100
51101,00:00.0,CM51101
51102,00:00.0,CM51102
51103,00:00.0,CM51103
51104,00:00.0,CM51104
51105,00:00.0,CM51105
51106,00:00.0,CM51106
51107,00:00.0,CM51107
51108,00:00.0,CM51108
51109,00:00.0,CM51109
51110,00:00.0,CM51110
51111,00:00.0,CM51111
51112,00:00.0,CM51112
51113,00:00.0,CM51113
51114,00:00.0,CM51114
51115,00:00.0,CM51115
51116,00:00.0,CM51116
51117,00:00.0,CM51117
51118,00:00.0,CM51118
51119,00:00.0,CM51119
51120,00:00.0,CM51120
51121,00:00.0,CM51121
51122,00:00.0,CM51122
51123,00:00.0,CM51123
51124,00:00.0,CM51124
51125,00:00.0,CM51125
51126,00:00.0,CM51126
51127,00:00.0,CM51127
51128,00:00.0,CM51128
51129,00:00.0,CM51129
51130,00:00.0,CM51130
51131,00:00.0,CM51131
51132,00:00.0,CM51132
51133,00:00.0,CM51133
51134,00:00.0,CM51134
51135,00:00.0,CM51135
51136,00:00.0,CM51136
51137,00:00.0,CM51137
51138,00:00.0,CM51138
51139,00:00.0,CM51139
51140,00:00.0,CM51140
51141,00:00.0,CM51141
51142,00:00.0,CM51142
51143,00:00.0,CM51143
51144,00:00.0,CM51144
51145,00:00.0,CM51145
51146,00:00.0,CM51146
51147,00:00.0,CM51147
51148,00:00.0,CM51148
51149,00:00.0,CM51149
51150,00:00.0,CM51150
51151,00:00.0,CM51151
51152,00:00.0,CM51152
51153,00:00.0,CM51153
51154,00:00.0,CM51154
51155,00:00.0,CM51155
51156,00:00.0,CM51156
51157,00:00.0,CM51157
51158,00:00.0,CM51158
51159,00:00.0,CM51159
51160,00:00.0,CM51160
51161,00:00.0,CM51161
51162,00:00.0,CM51162
51163,00:00.0,CM51163
51164,00:00.0,CM51164
51165,00:00.0,CM51165
51166,00:00.0,CM51166
51167,00:00.0,CM51167
51168,00:00.0,CM51168
51169,00:00.0,CM51169
51170,00:00.0,CM51170
51171,00:00.0,CM51171
51172,00:00.0,CM51172
51173,00:00.0,CM51173
51174,00:00.0,CM51174
51175,00:00.0,CM51175
51176,00:00.0,CM51176
51177,00:00.0,CM51177
51178,00:00.0,CM51178
51179,00:00.0,CM51179
51180,00:00.0,CM51180
51181,00:00.0,CM51181
51182,00:00.0,CM51182
51183,00:00.0,CM51183
51184,00:00.0,CM51184
51185,00:00.0,CM51185
51186,00:00.0,CM51186
51187,00:00.0,CM51187
51188,00:00.0,CM51188
51189,00:00.0,CM51189
51190,00:00.0,CM51190
51191,00:00.0,CM51191
51192,00:00.0,CM51192
51193,00:00.0,CM51193
51194,00:00.0,CM51194
51195,00:00.0,CM51195
51196,00:00.0,CM51196
51197,00:00.0,CM51197
51198,00:00.0,CM51198
51199,00:00.0,CM51199
51200,00:00.0,CM51200
51201,00:00.0,CM51201
51202,00:00.0,CM51202
51203,00:00.0,CM51203
51204,00:00.0,CM51204
51205,00:00.0,CM51205
51206,00:00.0,CM51206
51207,00:00.0,CM51207
51208,00:00.0,CM51208
51209,00:00.0,CM51209
51210,00:00.0,CM51210
51211,00:00.0,CM51211
51212,00:00.0,CM51212
51213,00:00.0,CM51213
51214,00:00.0,CM51214
51215,00:00.0,CM51215
51216,00:00.0,CM51216
51217,00:00.0,CM51217
51218,00:00.0,CM51218
51219,00:00.0,CM51219
51220,00:00.0,CM51220
51221,00:00.0,CM51221
51222,00:00.0,CM51222
51223,00:00.0,CM51223
51224,00:00.0,CM51224
51225,00:00.0,CM51225
51226,00:00.0,CM51226
51227,00:00.0,CM51227
51228,00:00.0,CM51228
51229,00:00.0,CM51229
51230,00:00.0,CM51230
51231,00:00.0,CM51231
51232,00:00.0,CM51232
51233,00:00.0,CM51233
51234,00:00.0,CM51234
51235,00:00.0,CM51235
51236,00:00.0,CM51236
51237,00:00.0,CM51237
51238,00:00.0,CM51238
51239,00:00.0,CM51239
51240,00:00.0,CM51240
51241,00:00.0,CM51241
51242,00:00.0,CM51242
51243,00:00.0,CM51243
51244,00:00.0,CM51244
51245,00:00.0,CM51245
51246,00:00.0,CM51246
51247,00:00.0,CM51247
51248,00:00.0,CM51248
51249,00:00.0,CM51249
51250,00:00.0,CM51250
51251,00:00.0,CM51251
51252,00:00.0,CM51252
51253,00:00.0,CM51253
51254,00:00.0,CM51254
51255,00:00.0,CM51255
51256,00:00.0,CM51256
51257,00:00.0,CM51257
51258,00:00.0,CM51258
51259,00:00.0,CM51259
51260,00:00.0,CM51260
51261,00:00.0,CM51261
51262,00:00.0,CM51262
51263,00:00.0,CM51263
51264,00:00.0,CM51264
51265,00:00.0,CM51265
51266,00:00.0,CM51266
51267,00:00.0,CM51267
51268,00:00.0,CM51268
51269,00:00.0,CM51269
51270,00:00.0,CM51270
51271,00:00.0,CM51271
51272,00:00.0,CM51272
51273,00:00.0,CM51273
51274,00:00.0,CM51274
51275,00:00.0,CM51275
51276,00:00.0,CM51276
51277,00:00.0,CM51277
51278,00:00.0,CM51278
51279,00:00.0,CM51279
51280,00:00.0,CM51280
51281,00:00.0,CM51281
51282,00:00.0,CM51282
51283,00:00.0,CM51283
51284,00:00.0,CM51284
51285,00:00.0,CM51285
51286,00:00.0,CM51286
51287,00:00.0,CM51287
51288,00:00.0,CM51288
51289,00:00.0,CM51289
51290,00:00.0,CM51290
51291,00:00.0,CM51291
51292,00:00.0,CM51292
51293,00:00.0,CM51293
51294,00:00.0,CM51294
51295,00:00.0,CM51295
51296,00:00.0,CM51296
51297,00:00.0,CM51297
51298,00:00.0,CM51298
51299,00:00.0,CM51299
51300,00:00.0,CM51300
51301,00:00.0,CM51301
51302,00:00.0,CM51302
51303,00:00.0,CM51303
51304,00:00.0,CM51304
51305,00:00.0,CM51305
51306,00:00.0,CM51306
51307,00:00.0,CM51307
51308,00:00.0,CM51308
51309,00:00.0,CM51309
51310,00:00.0,CM51310
51311,00:00.0,CM51311
51312,00:00.0,CM51312
51313,00:00.0,CM51313
51314,00:00.0,CM51314
51315,00:00.0,CM51315
51316,00:00.0,CM51316
51317,00:00.0,CM51317
51318,00:00.0,CM51318
51319,00:00.0,CM51319
51320,00:00.0,CM51320
51321,00:00.0,CM51321
51322,00:00.0,CM51322
51323,00:00.0,CM51323
51324,00:00.0,CM51324
51325,00:00.0,CM51325
51326,00:00.0,CM51326
51327,00:00.0,CM51327
51328,00:00.0,CM51328
51329,00:00.0,CM51329
51330,00:00.0,CM51330
51331,00:00.0,CM51331
51332,00:00.0,CM51332
51333,00:00.0,CM51333
51334,00:00.0,CM51334
51335,00:00.0,CM51335
51336,00:00.0,CM51336
51337,00:00.0,CM51337
51338,00:00.0,CM51338
51339,00:00.0,CM51339
51340,00:00.0,CM51340
51341,00:00.0,CM51341
51342,00:00.0,CM51342
51343,00:00.0,CM51343
51344,00:00.0,CM51344
51345,00:00.0,CM51345
51346,00:00.0,CM51346
51347,00:00.0,CM51347
51348,00:00.0,CM51348
51349,00:00.0,CM51349
51350,00:00.0,CM51350
51351,00:00.0,CM51351
51352,00:00.0,CM51352
51353,00:00.0,CM51353
51354,00:00.0,CM51354
51355,00:00.0,CM51355
51356,00:00.0,CM51356
51357,00:00.0,CM51357
51358,00:00.0,CM51358
51359,00:00.0,CM51359
51360,00:00.0,CM51360
51361,00:00.0,CM51361
51362,00:00.0,CM51362
51363,00:00.0,CM51363
51364,00:00.0,CM51364
51365,00:00.0,CM51365
51366,00:00.0,CM51366
51367,00:00.0,CM51367
51368,00:00.0,CM51368
51369,00:00.0,CM51369
51370,00:00.0,CM51370
51371,00:00.0,CM51371
51372,00:00.0,CM51372
51373,00:00.0,CM51373
51374,00:00.0,CM51374
51375,00:00.0,CM51375
51376,00:00.0,CM51376
51377,00:00.0,CM51377
51378,00:00.0,CM51378
51379,00:00.0,CM51379
51380,00:00.0,CM51380
51381,00:00.0,CM51381
51382,00:00.0,CM51382
51383,00:00.0,CM51383
51384,00:00.0,CM51384
51385,00:00.0,CM51385
51386,00:00.0,CM51386
51387,00:00.0,CM51387
51388,00:00.0,CM51388
51389,00:00.0,CM51389
51390,00:00.0,CM51390
51391,00:00.0,CM51391
51392,00:00.0,CM51392
51393,00:00.0,CM51393
51394,00:00.0,CM51394
51395,00:00.0,CM51395
51396,00:00.0,CM51396
51397,00:00.0,CM51397
51398,00:00.0,CM51398
51399,00:00.0,CM51399
51400,00:00.0,CM51400
51401,00:00.0,CM51401
51402,00:00.0,CM51402
51403,00:00.0,CM51403
51404,00:00.0,CM51404
51405,00:00.0,CM51405
51406,00:00.0,CM51406
51407,00:00.0,CM51407
51408,00:00.0,CM51408
51409,00:00.0,CM51409
51410,00:00.0,CM51410
51411,00:00.0,CM51411
51412,00:00.0,CM51412
51413,00:00.0,CM51413
51414,00:00.0,CM51414
51415,00:00.0,CM51415
51416,00:00.0,CM51416
51417,00:00.0,CM51417
51418,00:00.0,CM51418
51419,00:00.0,CM51419
51420,00:00.0,CM51420
51421,00:00.0,CM51421
51422,00:00.0,CM51422
51423,00:00.0,CM51423
51424,00:00.0,CM51424
51425,00:00.0,CM51425
51426,00:00.0,CM51426
51427,00:00.0,CM51427
51428,00:00.0,CM51428
51429,00:00.0,CM51429
51430,00:00.0,CM51430
51431,00:00.0,CM51431
51432,00:00.0,CM51432
51433,00:00.0,CM51433
51434,00:00.0,CM51434
51435,00:00.0,CM51435
51436,00:00.0,CM51436
51437,00:00.0,CM51437
51438,00:00.0,CM51438
51439,00:00.0,CM51439
51440,00:00.0,CM51440
51441,00:00.0,CM51441
51442,00:00.0,CM51442
51443,00:00.0,CM51443
51444,00:00.0,CM51444
51445,00:00.0,CM51445
51446,00:00.0,CM51446
51447,00:00.0,CM51447
51448,00:00.0,CM51448
51449,00:00.0,CM51449
51450,00:00.0,CM51450
51451,00:00.0,CM51451
51452,00:00.0,CM51452
51453,00:00.0,CM51453
51454,00:00.0,CM51454
51455,00:00.0,CM51455
51456,00:00.0,CM51456
51457,00:00.0,CM51457
51458,00:00.0,CM51458
51459,00:00.0,CM51459
51460,00:00.0,CM51460
51461,00:00.0,CM51461
51462,00:00.0,CM51462
51463,00:00.0,CM51463
51464,00:00.0,CM51464
51465,00:00.0,CM51465
51466,00:00.0,CM51466
51467,00:00.0,CM51467
51468,00:00.0,CM51468
51469,00:00.0,CM51469
51470,00:00.0,CM51470
51471,00:00.0,CM51471
51472,00:00.0,CM51472
51473,00:00.0,CM51473
51474,00:00.0,CM51474
51475,00:00.0,CM51475
51476,00:00.0,CM51476
51477,00:00.0,CM51477
51478,00:00.0,CM51478
51479,00:00.0,CM51479
51480,00:00.0,CM51480
51481,00:00.0,CM51481
51482,00:00.0,CM51482
51483,00:00.0,CM51483
51484,00:00.0,CM51484
51485,00:00.0,CM51485
51486,00:00.0,CM51486
51487,00:00.0,CM51487
51488,00:00.0,CM51488
51489,00:00.0,CM51489
51490,00:00.0,CM51490
51491,00:00.0,CM51491
51492,00:00.0,CM51492
51493,00:00.0,CM51493
51494,00:00.0,CM51494
51495,00:00.0,CM51495
51496,00:00.0,CM51496
51497,00:00.0,CM51497
51498,00:00.0,CM51498
51499,00:00.0,CM51499
51500,00:00.0,CM51500
51501,00:00.0,CM51501
51502,00:00.0,CM51502
51503,00:00.0,CM51503
51504,00:00.0,CM51504
51505,00:00.0,CM51505
51506,00:00.0,CM51506
51507,00:00.0,CM51507
51508,00:00.0,CM51508
51509,00:00.0,CM51509
51510,00:00.0,CM51510
51511,00:00.0,CM51511
51512,00:00.0,CM51512
51513,00:00.0,CM51513
51514,00:00.0,CM51514
51515,00:00.0,CM51515
51516,00:00.0,CM51516
51517,00:00.0,CM51517
51518,00:00.0,CM51518
51519,00:00.0,CM51519
51520,00:00.0,CM51520
51521,00:00.0,CM51521
51522,00:00.0,CM51522
51523,00:00.0,CM51523
51524,00:00.0,CM51524
51525,00:00.0,CM51525
51526,00:00.0,CM51526
51527,00:00.0,CM51527
51528,00:00.0,CM51528
51529,00:00.0,CM51529
51530,00:00.0,CM51530
51531,00:00.0,CM51531
51532,00:00.0,CM51532
51533,00:00.0,CM51533
51534,00:00.0,CM51534
51535,00:00.0,CM51535
51536,00:00.0,CM51536
51537,00:00.0,CM51537
51538,00:00.0,CM51538
51539,00:00.0,CM51539
51540,00:00.0,CM51540
51541,00:00.0,CM51541
51542,00:00.0,CM51542
51543,00:00.0,CM51543
51544,00:00.0,CM51544
51545,00:00.0,CM51545
51546,00:00.0,CM51546
51547,00:00.0,CM51547
51548,00:00.0,CM51548
51549,00:00.0,CM51549
51550,00:00.0,CM51550
51551,00:00.0,CM51551
51552,00:00.0,CM51552
51553,00:00.0,CM51553
51554,00:00.0,CM51554
51555,00:00.0,CM51555
51556,00:00.0,CM51556
51557,00:00.0,CM51557
51558,00:00.0,CM51558
51559,00:00.0,CM51559
51560,00:00.0,CM51560
51561,00:00.0,CM51561
51562,00:00.0,CM51562
51563,00:00.0,CM51563
51564,00:00.0,CM51564
51565,00:00.0,CM51565
51566,00:00.0,CM51566
51567,00:00.0,CM51567
51568,00:00.0,CM51568
51569,00:00.0,CM51569
51570,00:00.0,CM51570
51571,00:00.0,CM51571
51572,00:00.0,CM51572
51573,00:00.0,CM51573
51574,00:00.0,CM51574
51575,00:00.0,CM51575
51576,00:00.0,CM51576
51577,00:00.0,CM51577
51578,00:00.0,CM51578
51579,00:00.0,CM51579
51580,00:00.0,CM51580
51581,00:00.0,CM51581
51582,00:00.0,CM51582
51583,00:00.0,CM51583
51584,00:00.0,CM51584
51585,00:00.0,CM51585
51586,00:00.0,CM51586
51587,00:00.0,CM51587
51588,00:00.0,CM51588
51589,00:00.0,CM51589
51590,00:00.0,CM51590
51591,00:00.0,CM51591
51592,00:00.0,CM51592
51593,00:00.0,CM51593
51594,00:00.0,CM51594
51595,00:00.0,CM51595
51596,00:00.0,CM51596
51597,00:00.0,CM51597
51598,00:00.0,CM51598
51599,00:00.0,CM51599
51600,00:00.0,CM51600
51601,00:00.0,CM51601
51602,00:00.0,CM51602
51603,00:00.0,CM51603
51604,00:00.0,CM51604
51605,00:00.0,CM51605
51606,00:00.0,CM51606
51607,00:00.0,CM51607
51608,00:00.0,CM51608
51609,00:00.0,CM51609
51610,00:00.0,CM51610
51611,00:00.0,CM51611
51612,00:00.0,CM51612
51613,00:00.0,CM51613
51614,00:00.0,CM51614
51615,00:00.0,CM51615
51616,00:00.0,CM51616
51617,00:00.0,CM51617
51618,00:00.0,CM51618
51619,00:00.0,CM51619
51620,00:00.0,CM51620
51621,00:00.0,CM51621
51622,00:00.0,CM51622
51623,00:00.0,CM51623
51624,00:00.0,CM51624
51625,00:00.0,CM51625
51626,00:00.0,CM51626
51627,00:00.0,CM51627
51628,00:00.0,CM51628
51629,00:00.0,CM51629
51630,00:00.0,CM51630
51631,00:00.0,CM51631
51632,00:00.0,CM51632
51633,00:00.0,CM51633
51634,00:00.0,CM51634
51635,00:00.0,CM51635
51636,00:00.0,CM51636
51637,00:00.0,CM51637
51638,00:00.0,CM51638
51639,00:00.0,CM51639
51640,00:00.0,CM51640
51641,00:00.0,CM51641
51642,00:00.0,CM51642
51643,00:00.0,CM51643
51644,00:00.0,CM51644
51645,00:00.0,CM51645
51646,00:00.0,CM51646
51647,00:00.0,CM51647
51648,00:00.0,CM51648
51649,00:00.0,CM51649
51650,00:00.0,CM51650
51651,00:00.0,CM51651
51652,00:00.0,CM51652
51653,00:00.0,CM51653
51654,00:00.0,CM51654
51655,00:00.0,CM51655
51656,00:00.0,CM51656
51657,00:00.0,CM51657
51658,00:00.0,CM51658
51659,00:00.0,CM51659
51660,00:00.0,CM51660
51661,00:00.0,CM51661
51662,00:00.0,CM51662
51663,00:00.0,CM51663
51664,00:00.0,CM51664
51665,00:00.0,CM51665
51666,00:00.0,CM51666
51667,00:00.0,CM51667
51668,00:00.0,CM51668
51669,00:00.0,CM51669
51670,00:00.0,CM51670
51671,00:00.0,CM51671
51672,00:00.0,CM51672
51673,00:00.0,CM51673
51674,00:00.0,CM51674
51675,00:00.0,CM51675
51676,00:00.0,CM51676
51677,00:00.0,CM51677
51678,00:00.0,CM51678
51679,00:00.0,CM51679
51680,00:00.0,CM51680
51681,00:00.0,CM51681
51682,00:00.0,CM51682
51683,00:00.0,CM51683
51684,00:00.0,CM51684
51685,00:00.0,CM51685
51686,00:00.0,CM51686
51687,00:00.0,CM51687
51688,00:00.0,CM51688
51689,00:00.0,CM51689
51690,00:00.0,CM51690
51691,00:00.0,CM51691
51692,00:00.0,CM51692
51693,00:00.0,CM51693
51694,00:00.0,CM51694
51695,00:00.0,CM51695
51696,00:00.0,CM51696
51697,00:00.0,CM51697
51698,00:00.0,CM51698
51699,00:00.0,CM51699
51700,00:00.0,CM51700
51701,00:00.0,CM51701
51702,00:00.0,CM51702
51703,00:00.0,CM51703
51704,00:00.0,CM51704
51705,00:00.0,CM51705
51706,00:00.0,CM51706
51707,00:00.0,CM51707
51708,00:00.0,CM51708
51709,00:00.0,CM51709
51710,00:00.0,CM51710
51711,00:00.0,CM51711
51712,00:00.0,CM51712
51713,00:00.0,CM51713
51714,00:00.0,CM51714
51715,00:00.0,CM51715
51716,00:00.0,CM51716
51717,00:00.0,CM51717
51718,00:00.0,CM51718
51719,00:00.0,CM51719
51720,00:00.0,CM51720
51721,00:00.0,CM51721
51722,00:00.0,CM51722
51723,00:00.0,CM51723
51724,00:00.0,CM51724
51725,00:00.0,CM51725
51726,00:00.0,CM51726
51727,00:00.0,CM51727
51728,00:00.0,CM51728
51729,00:00.0,CM51729
51730,00:00.0,CM51730
51731,00:00.0,CM51731
51732,00:00.0,CM51732
51733,00:00.0,CM51733
51734,00:00.0,CM51734
51735,00:00.0,CM51735
51736,00:00.0,CM51736
51737,00:00.0,CM51737
51738,00:00.0,CM51738
51739,00:00.0,CM51739
51740,00:00.0,CM51740
51741,00:00.0,CM51741
51742,00:00.0,CM51742
51743,00:00.0,CM51743
51744,00:00.0,CM51744
51745,00:00.0,CM51745
51746,00:00.0,CM51746
51747,00:00.0,CM51747
51748,00:00.0,CM51748
51749,00:00.0,CM51749
51750,00:00.0,CM51750
51751,00:00.0,CM51751
51752,00:00.0,CM51752
51753,00:00.0,CM51753
51754,00:00.0,CM51754
51755,00:00.0,CM51755
51756,00:00.0,CM51756
51757,00:00.0,CM51757
51758,00:00.0,CM51758
51759,00:00.0,CM51759
51760,00:00.0,CM51760
51761,00:00.0,CM51761
51762,00:00.0,CM51762
51763,00:00.0,CM51763
51764,00:00.0,CM51764
51765,00:00.0,CM51765
51766,00:00.0,CM51766
51767,00:00.0,CM51767
51768,00:00.0,CM51768
51769,00:00.0,CM51769
51770,00:00.0,CM51770
51771,00:00.0,CM51771
51772,00:00.0,CM51772
51773,00:00.0,CM51773
51774,00:00.0,CM51774
51775,00:00.0,CM51775
51776,00:00.0,CM51776
51777,00:00.0,CM51777
51778,00:00.0,CM51778
51779,00:00.0,CM51779
51780,00:00.0,CM51780
51781,00:00.0,CM51781
51782,00:00.0,CM51782
51783,00:00.0,CM51783
51784,00:00.0,CM51784
51785,00:00.0,CM51785
51786,00:00.0,CM51786
51787,00:00.0,CM51787
51788,00:00.0,CM51788
51789,00:00.0,CM51789
51790,00:00.0,CM51790
51791,00:00.0,CM51791
51792,00:00.0,CM51792
51793,00:00.0,CM51793
51794,00:00.0,CM51794
51795,00:00.0,CM51795
51796,00:00.0,CM51796
51797,00:00.0,CM51797
51798,00:00.0,CM51798
51799,00:00.0,CM51799
51800,00:00.0,CM51800
51801,00:00.0,CM51801
51802,00:00.0,CM51802
51803,00:00.0,CM51803
51804,00:00.0,CM51804
51805,00:00.0,CM51805
51806,00:00.0,CM51806
51807,00:00.0,CM51807
51808,00:00.0,CM51808
51809,00:00.0,CM51809
51810,00:00.0,CM51810
51811,00:00.0,CM51811
51812,00:00.0,CM51812
51813,00:00.0,CM51813
51814,00:00.0,CM51814
51815,00:00.0,CM51815
51816,00:00.0,CM51816
51817,00:00.0,CM51817
51818,00:00.0,CM51818
51819,00:00.0,CM51819
51820,00:00.0,CM51820
51821,00:00.0,CM51821
51822,00:00.0,CM51822
51823,00:00.0,CM51823
51824,00:00.0,CM51824
51825,00:00.0,CM51825
51826,00:00.0,CM51826
51827,00:00.0,CM51827
51828,00:00.0,CM51828
51829,00:00.0,CM51829
51830,00:00.0,CM51830
51831,00:00.0,CM51831
51832,00:00.0,CM51832
51833,00:00.0,CM51833
51834,00:00.0,CM51834
51835,00:00.0,CM51835
51836,00:00.0,CM51836
51837,00:00.0,CM51837
51838,00:00.0,CM51838
51839,00:00.0,CM51839
51840,00:00.0,CM51840
51841,00:00.0,CM51841
51842,00:00.0,CM51842
51843,00:00.0,CM51843
51844,00:00.0,CM51844
51845,00:00.0,CM51845
51846,00:00.0,CM51846
51847,00:00.0,CM51847
51848,00:00.0,CM51848
51849,00:00.0,CM51849
51850,00:00.0,CM51850
51851,00:00.0,CM51851
51852,00:00.0,CM51852
51853,00:00.0,CM51853
51854,00:00.0,CM51854
51855,00:00.0,CM51855
51856,00:00.0,CM51856
51857,00:00.0,CM51857
51858,00:00.0,CM51858
51859,00:00.0,CM51859
51860,00:00.0,CM51860
51861,00:00.0,CM51861
51862,00:00.0,CM51862
51863,00:00.0,CM51863
51864,00:00.0,CM51864
51865,00:00.0,CM51865
51866,00:00.0,CM51866
51867,00:00.0,CM51867
51868,00:00.0,CM51868
51869,00:00.0,CM51869
51870,00:00.0,CM51870
51871,00:00.0,CM51871
51872,00:00.0,CM51872
51873,00:00.0,CM51873
51874,00:00.0,CM51874
51875,00:00.0,CM51875
51876,00:00.0,CM51876
51877,00:00.0,CM51877
51878,00:00.0,CM51878
51879,00:00.0,CM51879
51880,00:00.0,CM51880
51881,00:00.0,CM51881
51882,00:00.0,CM51882
51883,00:00.0,CM51883
51884,00:00.0,CM51884
51885,00:00.0,CM51885
51886,00:00.0,CM51886
51887,00:00.0,CM51887
51888,00:00.0,CM51888
51889,00:00.0,CM51889
51890,00:00.0,CM51890
51891,00:00.0,CM51891
51892,00:00.0,CM51892
51893,00:00.0,CM51893
51894,00:00.0,CM51894
51895,00:00.0,CM51895
51896,00:00.0,CM51896
51897,00:00.0,CM51897
51898,00:00.0,CM51898
51899,00:00.0,CM51899
51900,00:00.0,CM51900
51901,00:00.0,CM51901
51902,00:00.0,CM51902
51903,00:00.0,CM51903
51904,00:00.0,CM51904
51905,00:00.0,CM51905
51906,00:00.0,CM51906
51907,00:00.0,CM51907
51908,00:00.0,CM51908
51909,00:00.0,CM51909
51910,00:00.0,CM51910
51911,00:00.0,CM51911
51912,00:00.0,CM51912
51913,00:00.0,CM51913
51914,00:00.0,CM51914
51915,00:00.0,CM51915
51916,00:00.0,CM51916
51917,00:00.0,CM51917
51918,00:00.0,CM51918
51919,00:00.0,CM51919
51920,00:00.0,CM51920
51921,00:00.0,CM51921
51922,00:00.0,CM51922
51923,00:00.0,CM51923
51924,00:00.0,CM51924
51925,00:00.0,CM51925
51926,00:00.0,CM51926
51927,00:00.0,CM51927
51928,00:00.0,CM51928
51929,00:00.0,CM51929
51930,00:00.0,CM51930
51931,00:00.0,CM51931
51932,00:00.0,CM51932
51933,00:00.0,CM51933
51934,00:00.0,CM51934
51935,00:00.0,CM51935
51936,00:00.0,CM51936
51937,00:00.0,CM51937
51938,00:00.0,CM51938
51939,00:00.0,CM51939
51940,00:00.0,CM51940
51941,00:00.0,CM51941
51942,00:00.0,CM51942
51943,00:00.0,CM51943
51944,00:00.0,CM51944
51945,00:00.0,CM51945
51946,00:00.0,CM51946
51947,00:00.0,CM51947
51948,00:00.0,CM51948
51949,00:00.0,CM51949
51950,00:00.0,CM51950
51951,00:00.0,CM51951
51952,00:00.0,CM51952
51953,00:00.0,CM51953
51954,00:00.0,CM51954
51955,00:00.0,CM51955
51956,00:00.0,CM51956
51957,00:00.0,CM51957
51958,00:00.0,CM51958
51959,00:00.0,CM51959
51960,00:00.0,CM51960
51961,00:00.0,CM51961
51962,00:00.0,CM51962
51963,00:00.0,CM51963
51964,00:00.0,CM51964
51965,00:00.0,CM51965
51966,00:00.0,CM51966
51967,00:00.0,CM51967
51968,00:00.0,CM51968
51969,00:00.0,CM51969
51970,00:00.0,CM51970
51971,00:00.0,CM51971
51972,00:00.0,CM51972
51973,00:00.0,CM51973
51974,00:00.0,CM51974
51975,00:00.0,CM51975
51976,00:00.0,CM51976
51977,00:00.0,CM51977
51978,00:00.0,CM51978
51979,00:00.0,CM51979
51980,00:00.0,CM51980
51981,00:00.0,CM51981
51982,00:00.0,CM51982
51983,00:00.0,CM51983
51984,00:00.0,CM51984
51985,00:00.0,CM51985
51986,00:00.0,CM51986
51987,00:00.0,CM51987
51988,00:00.0,CM51988
51989,00:00.0,CM51989
51990,00:00.0,CM51990
51991,00:00.0,CM51991
51992,00:00.0,CM51992
51993,00:00.0,CM51993
51994,00:00.0,CM51994
51995,00:00.0,CM51995
51996,00:00.0,CM51996
51997,00:00.0,CM51997
51998,00:00.0,CM51998
51999,00:00.0,CM51999
52000,00:00.0,CM52000
52001,00:00.0,CM52001
52002,00:00.0,CM52002
52003,00:00.0,CM52003
52004,00:00.0,CM52004
52005,00:00.0,CM52005
52006,00:00.0,CM52006
52007,00:00.0,CM52007
52008,00:00.0,CM52008
52009,00:00.0,CM52009
52010,00:00.0,CM52010
52011,00:00.0,CM52011
52012,00:00.0,CM52012
52013,00:00.0,CM52013
52014,00:00.0,CM52014
52015,00:00.0,CM52015
52016,00:00.0,CM52016
52017,00:00.0,CM52017
52018,00:00.0,CM52018
52019,00:00.0,CM52019
52020,00:00.0,CM52020
52021,00:00.0,CM52021
52022,00:00.0,CM52022
52023,00:00.0,CM52023
52024,00:00.0,CM52024
52025,00:00.0,CM52025
52026,00:00.0,CM52026
52027,00:00.0,CM52027
52028,00:00.0,CM52028
52029,00:00.0,CM52029
52030,00:00.0,CM52030
52031,00:00.0,CM52031
52032,00:00.0,CM52032
52033,00:00.0,CM52033
52034,00:00.0,CM52034
52035,00:00.0,CM52035
52036,00:00.0,CM52036
52037,00:00.0,CM52037
52038,00:00.0,CM52038
52039,00:00.0,CM52039
52040,00:00.0,CM52040
52041,00:00.0,CM52041
52042,00:00.0,CM52042
52043,00:00.0,CM52043
52044,00:00.0,CM52044
52045,00:00.0,CM52045
52046,00:00.0,CM52046
