movieId,title,genres
3508,Outlaw Josey Wales_ The _1976_,ActionaAdvaDramaaThiaWestern
3510,Frequency _2000_,DramaaThi
3511,Ready to Rumble _2000_,Cmd
3512,Return to Me _2000_,DramaaRom
3513,Rules of Engagement _2000_,DramaaThi
3514,Joe Gould's Secret _2000_,Drama
3515,Me Myself I _2000_,CmdaRom
3516,Bell_ Book and Candle _1958_,CmdaFanaRom
3519,Force 10 from Navarone _1978_,ActionaDramaaWar
3521,Mystery Train _1989_,CmdaDrama
3524,Arthur _1981_,CmdaRom
3525,Bachelor Party _1984_,Cmd
3526,Parenthood _1989_,CmdaDrama
3527,Predator _1987_,ActionaSci-FiaThi
3528,Prince of Tides_ The _1991_,DramaaRom
3529,Postman Always Rings Twice_ The _1981_,CriaThi
3531,All the Vermeers in New York _1990_,CmdaDramaaRom
3534,28 Days _2000_,Drama
3535,American Psycho _2000_,CriaHorroraMysteryaThi
3536,Keeping the Faith _2000_,CmdaDramaaRom
3537,Where the Money Is _2000_,CmdaDrama
3538,East is East _1999_,Cmd
3539,Filth and the Fury_ The _2000_,Documentary
3543,Diner _1982_,CmdaDrama
3544,Shakes the Clown _1992_,Cmd
3545,Cabaret _1972_,DramaaMusical
3546,What Ever Happened to Baby Jane? _1962_,DramaaHorroraThi
3548,Auntie Mame _1958_,CmdaDrama
3549,Guys and Dolls _1955_,CmdaMusicalaRom
3550,The Hunger _1983_,Horror
3551,Marathon Man _1976_,CriaDramaaThi
3552,Caddyshack _1980_,Cmd
3553,Gossip _2000_,DramaaThi
3554,Love and Basketball _2000_,DramaaRom
3555,U-571 _2000_,ActionaThiaWar
3556,Virgin Suicides_ The _1999_,DramaaRom
3557,Jennifer 8 _1992_,MysteryaThi
3559,Limelight _1952_,CmdaDramaaRom
3563,Crow_ Salvation_ The _2000_,ActionaHorror
3564,Flintstones in Viva Rock Vegas_ The _2000_,ChiaCmd
3565,Where the Heart Is _2000_,CmdaDrama
3566,Big Kahuna_ The _2000_,CmdaDrama
3567,Bossa Nova _2000_,CmdaDramaaRom
3568,Smiling Fish and Goat on Fire _1999_,CmdaRom
3569,Idiots_ The _Idioterne_ _1998_,CmdaDrama
3571,Time Code _2000_,CmdaDrama
3572,Carnosaur _1993_,HorroraSci-Fi
3573,Carnosaur 2 _1995_,HorroraSci-Fi
3574,Carnosaur 3_ Primal Species _1996_,HorroraSci-Fi
3576,Hidden_ The _1987_,ActionaHorroraSci-Fi
3577,Two Moon Junction _1988_,DramaaRom
3578,Gladiator _2000_,ActionaAdvaDrama
3580,Up at the Villa _2000_,Drama
3581,Human Traffic _1999_,Cmd
3584,Breathless _1983_,ActionaDramaaRomaThi
3586,The Idolmaker _1980_,DramaaRom
3587,Inferno _1980_,Horror
3590,Lords of Flatbush_ The _1974_,CmdaDrama
3591,Mr_ Mom _1983_,CmdaDrama
3592,Time Masters _Maîtres du temps_ Les_ _1982_,AniaSci-Fi
3593,Battlefield Earth _2000_,ActionaSci-Fi
3594,Center Stage _2000_,DramaaMusical
3596,Screwed _2000_,Cmd
3597,Whipped _2000_,Cmd
3598,Hamlet _2000_,CriaDramaaRomaThi
3599,Anchors Aweigh _1945_,CmdaMusical
3604,Gypsy _1962_,Musical
3606,On the Town _1949_,CmdaMusicalaRom
3608,Pee-wee's Big Adv _1985_,AdvaCmd
3609,Regret to Inform _1998_,Documentary
3614,Honeymoon in Vegas _1992_,CmdaRom
3615,Dinosaur _2000_,AdvaAniaChi
3616,Loser _2000_,CmdaRom
3617,Road Trip _2000_,Cmd
3618,Small Time Crooks _2000_,CmdaCri
3619,Hollywood Knights_ The _1980_,Cmd
3622,Twelve Chairs_ The _1970_,Cmd
3623,Mission_ Impossible II _2000_,ActionaAdvaThi
3624,Shanghai Noon _2000_,ActionaAdvaCmdaWestern
3625,Better Living Through Circuitry _1999_,Documentary
3626,8 ½ Women _a_k_a_ 8 1/2 Women_ _a_k_a_ Eight and a Half Women_ _1999_,Cmd
3627,Carnival of Souls _1962_,HorroraThi
3628,Flying Tigers _1942_,ActionaDramaaRomaWar
3629,Gold Rush_ The _1925_,AdvaCmdaRom
3632,Monsieur Verdoux _1947_,CmdaCri
3633,On Her Majesty's Secret Service _1969_,ActionaAdvaRomaThi
3634,Seven Days in May _1964_,Thi
3635,Spy Who Loved Me_ The _1977_,ActionaAdvaThi
3637,Vagabond _Sans toit ni loi_ _1985_,Drama
3638,Moonraker _1979_,ActionaAdvaSci-FiaThi
3639,Man with the Golden Gun_ The _1974_,ActionaAdvaThi
3640,King in New York_ A _1957_,CmdaDrama
3641,Woman of Paris_ A _1923_,Drama
3643,Fighting Seabees_ The _1944_,ActionaDramaaWar
3646,Big Momma's House _2000_,Cmd
3648,Abominable Snowman_ The _Abominable Snowman of the Himalayas_ The_ _1957_,HorroraSci-Fi
3649,American Gigolo _1980_,Drama
3652,City of the Living Dead _a_k_a_ Gates of Hell_ The_ _Paura nella città dei morti viventi_ _1980_,Horror
3653,Endless Summer_ The _1966_,Documentary
3654,Guns of Navarone_ The _1961_,ActionaAdvaDramaaWar
3655,Blow-Out _La grande bouffe_ _1973_,Drama
3658,Quatermass and the Pit _1967_,HorroraSci-Fi
3660,Puppet Master _1989_,HorroraSci-FiaThi
3661,Puppet Master II _1991_,HorroraSci-FiaThi
3662,Puppet Master III_ Toulon's Revenge _1991_,HorroraSci-FiaThi
3663,Puppet Master 4 _1993_,HorroraSci-FiaThi
3664,Puppet Master 5_ The Final Chapter _1994_,HorroraSci-FiaThi
3667,Rent-A-Cop _1988_,ActionaCmdaCri
3668,Romeo and Juliet _1968_,DramaaRom
3669,Stay Tuned _1992_,Cmd
3671,Blazing Saddles _1974_,CmdaWestern
3672,Benji _1974_,AdvaChi
3673,Benji the Hunted _1987_,AdvaChi
3674,For the Love of Benji _1977_,AdvaChiaCmdaDrama
3675,White Christmas _1954_,CmdaMusicalaRom
3676,Eraserhead _1977_,DramaaHorror
3677,Baraka _1992_,Documentary
3678,Man with the Golden Arm_ The _1955_,Drama
3679,Decline of Western Civilization_ The _1981_,DocumentaryaMusical
3680,Decline of Western Civilization Part II_ The Metal Years_ The _1988_,Documentary
3681,For a Few Dollars More _Per qualche dollaro in più_ _1965_,ActionaDramaaThiaWestern
3682,Magnum Force _1973_,ActionaCriaDramaaThi
3683,Blood Simple _1984_,CriaDramaaFilm-Noir
3684,Fabulous Baker Boys_ The _1989_,DramaaRom
3685,Prizzi's Honor _1985_,CmdaDramaaRom
3686,Flatliners _1990_,HorroraSci-FiaThi
3687,Light Years _Gandahar_ _1988_,AdvaAniaFanaSci-Fi
3688,Porky's _1982_,Cmd
3689,Porky's II_ The Next Day _1983_,Cmd
3690,Porky's Revenge _1985_,Cmd
3691,Private School _1983_,Cmd
3692,Class of Nuke 'Em High _1986_,CmdaHorror
3693,Toxic Avenger_ The _1985_,CmdaHorror
3694,Toxic Avenger_ Part II_ The _1989_,CmdaHorror
3695,Toxic Avenger Part III_ The Last Temptation of Toxie_ The _1989_,CmdaHorror
3696,Night of the Creeps _1986_,CmdaHorroraSci-FiaThi
3697,Predator 2 _1990_,ActionaSci-FiaThi
3698,Running Man_ The _1987_,ActionaSci-Fi
3699,Starman _1984_,AdvaDramaaRomaSci-Fi
3700,Brother from Another Planet_ The _1984_,DramaaSci-Fi
3701,Alien Nation _1988_,CriaDramaaSci-FiaThi
3702,Mad Max _1979_,ActionaAdvaSci-Fi
3703,Road Warrior_ The _Mad Max 2_ _1981_,ActionaAdvaSci-FiaThi
3704,Mad Max Beyond Thunderdome _1985_,ActionaAdvaSci-Fi
3705,Bird on a Wire _1990_,ActionaCmdaRom
3706,Angel Heart _1987_,Film-NoiraHorroraMysteryaThi
3707,9 1/2 Weeks _Nine 1/2 Weeks_ _1986_,DramaaRom
3708,Firestarter _1984_,HorroraThi
3709,Sleepwalkers _1992_,Horror
3710,Action Jackson _1988_,ActionaCmdaCriaThi
3711,Sarafina! _1992_,Drama
3712,Soapdish _1991_,Cmd
3713,Long Walk Home_ The _1990_,Drama
3714,Clara's Heart _1988_,Drama
3715,Burglar _1987_,CmdaCri
3716,Fatal Beauty _1987_,ActionaCmdaCriaDrama
3717,Gone in 60 Seconds _2000_,ActionaCri
3719,Love's Labour's Lost _2000_,CmdaRom
3720,Sunshine _1999_,Drama
3723,Hamlet _1990_,Drama
3724,Coming Home _1978_,DramaaWar
3725,American Pop _1981_,AniaMusical
3726,Assault on Precinct 13 _1976_,ActionaThi
3727,Near Dark _1987_,HorroraWestern
3728,One False Move _1992_,CriaDramaaFilm-NoiraThi
3729,Shaft _1971_,ActionaCriaDramaaThi
3730,Conversation_ The _1974_,DramaaMystery
3731,Cutter's Way _1981_,DramaaThi
3732,Fury_ The _1978_,Horror
3733,Paper Chase_ The _1973_,Drama
3735,Serpico _1973_,CriaDrama
3736,Ace in the Hole _Big Carnival_ The_ _1951_,Drama
3737,Lonely Are the Brave _1962_,DramaaWestern
3738,Sugarland Express_ The _1974_,Drama
3739,Trouble in Paradise _1932_,CmdaRom
3740,Big Trouble in Little China _1986_,ActionaAdvaCmdaFan
3741,Badlands _1973_,CriaDramaaThi
3742,Battleship Potemkin _1925_,DramaaWar
3743,Boys and Girls _2000_,CmdaRom
3744,Shaft _2000_,ActionaCriaThi
3745,Titan A_E_ _2000_,ActionaAdvaAniaChiaSci-Fi
3746,Butterfly _La lengua de las mariposas_ _1999_,Drama
3747,Jesus' Son _1999_,Drama
3751,Chicken Run _2000_,AniaChiaCmd
3752,Me_ Myself & Irene _2000_,AdvaCmd
3753,Patriot_ The _2000_,ActionaDramaaWar
3754,Advs of Rocky and Bullwinkle_ The _2000_,AdvaAniaChiaCmdaFan
3755,Perfect Storm_ The _2000_,DramaaThi
3756,Golden Bowl_ The _2000_,Drama
3758,Communion _1989_,DramaaSci-FiaThi
3760,Kentucky Fried Movie_ The _1977_,Cmd
3761,Blood In_ Blood Out _1993_,ActionaCriaDramaaThi
3763,F/X _1986_,ActionaCriaThi
3764,F/X2 _a_k_a_ F/X 2 - The Deadly Art of Illusion_ _1991_,ActionaCriaThi
3765,Hot Spot_ The _1990_,CriaDramaaRom
3766,Missing in Action _1984_,ActionaWar
3767,Missing in Action 2_ The Beginning _1985_,ActionaWar
3768,Braddock_ Missing in Action III _1988_,ActionaWar
3769,Thunderbolt and Lightfoot _1974_,Action
3770,Dreamscape _1984_,HorroraSci-FiaThi
3771,The Golden Voyage of Sinbad _1973_,ActionaAdvaFan
3773,House Party _1990_,Cmd
3774,House Party 2 _1991_,CmdaDramaaRom
3783,Croupier _1998_,CriaDrama
3784,Kid_ The _2000_,CmdaFan
3785,Scary Movie _2000_,CmdaHorror
3786,But I'm a Cheerleader _1999_,Cmd
3787,Shower _Xizao_ _1999_,Cmd
3788,Blow-Up _Blowup_ _1966_,DramaaMystery
3789,Pawnbroker_ The _1964_,Drama
3790,Groove _2000_,Drama
3791,Footloose _1984_,Drama
3792,Duel in the Sun _1946_,DramaaRomaWestern
3793,X-Men _2000_,ActionaAdvaSci-Fi
3794,Chuck & Buck _2000_,CmdaDrama
3795,Five Senses_ The _1999_,Drama
3797,In Crowd_ The _2000_,Thi
3798,What Lies Beneath _2000_,DramaaHorroraMystery
3799,Pokémon the Movie 2000 _2000_,AniaChi
3801,Anatomy of a Murder _1959_,DramaaMystery
3802,Freejack _1992_,ActionaSci-Fi
3806,Mackenna's Gold _1969_,Western
3807,Sinbad and the Eye of the Tiger _1977_,AdvaFan
3808,Two Women _Ciociara_ La_ _1960_,DramaaWar
3809,What About Bob? _1991_,Cmd
3810,White Sands _1992_,DramaaThi
3811,Breaker Morant _1980_,DramaaWar
3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask _1972_,Cmd
3813,Interiors _1978_,Drama
3814,Love and Death _1975_,Cmd
3816,Official Story_ The _La historia oficial_ _1985_,Drama
3819,Tampopo _1985_,Cmd
3821,Nutty Professor II_ The Klumps _2000_,Cmd
3822,Girl on the Bridge_ The _Fille sur le pont_ La_ _1999_,DramaaRom
3823,Wonderland _1999_,Drama
3824,Autumn in New York _2000_,DramaaRom
3825,Coyote Ugly _2000_,CmdaDramaaRom
3826,Hollow Man _2000_,HorroraSci-FiaThi
3827,Space Cowboys _2000_,ActionaAdvaCmdaSci-Fi
3830,Psycho Beach Party _2000_,CmdaHorroraThi
3831,Saving Grace _2000_,Cmd
3832,Black Sabbath _Tre volti della paura_ I_ _1963_,Horror
3833,Brain That Wouldn't Die_ The _1962_,HorroraSci-Fi
3834,Bronco Billy _1980_,AdvaDramaaRom
3835,Crush_ The _1993_,Thi
3836,Kelly's Heroes _1970_,ActionaCmdaWar
3837,Phantasm II _1988_,ActionaFanaHorroraSci-FiaThi
3838,Phantasm III_ Lord of the Dead _1994_,Horror
3839,Phantasm IV_ Oblivion _1998_,Horror
3840,Pumpkinhead _1988_,Horror
3841,Air America _1990_,ActionaCmd
3843,Sleepaway Camp _1983_,Horror
3844,Steel Magnolias _1989_,Drama
3845,And God Created Woman _Et Dieu___ créa la femme_ _1956_,Drama
3846,Easy Money _1983_,Cmd
3847,Ilsa_ She Wolf of the SS _1974_,Horror
3849,The Spiral Staircase _1945_,HorroraMysteryaThi
3851,I'm the One That I Want _2000_,Cmd
3852,Tao of Steve_ The _2000_,Cmd
3855,Affair of Love_ An _Liaison pornographique_ Une_ _1999_,DramaaRom
3857,Bless the Child _2000_,Thi
3858,Cecil B_ DeMented _2000_,Cmd
3859,Eyes of Tammy Faye_ The _2000_,Documentary
3861,Replacements_ The _2000_,Cmd
3862,About Adam _2000_,Cmd
3863,Cell_ The _2000_,DramaaHorroraThi
3864,Godzilla 2000 _Gojira ni-sen mireniamu_ _1999_,ActionaAdvaSci-Fi
3865,Original Kings of Cmd_ The _2000_,CmdaDocumentary
3868,Naked Gun_ From the Files of Police Squad!_ The _1988_,ActionaCmdaCriaRom
3869,Naked Gun 2 1/2_ The Smell of Fear_ The _1991_,Cmd
3870,Our Town _1940_,Drama
3871,Shane _1953_,DramaaWestern
3872,Suddenly_ Last Summer _1959_,Drama
3873,Cat Ballou _1965_,CmdaWestern
3877,Supergirl _1984_,ActionaAdvaFan
3879,Art of War_ The _2000_,ActionaThi
3882,Bring It On _2000_,Cmd
3884,Crew_ The _2000_,Cmd
3888,Skipped Parts _2000_,DramaaRom
3889,Highlander_ Endgame _Highlander IV_ _2000_,ActionaAdvaFan
3893,Nurse Betty _2000_,CmdaCriaDramaaRomaThi
3894,Solas _1999_,Drama
3895,Watcher_ The _2000_,CriaThi
3896,Way of the Gun_ The _2000_,CriaThi
3897,Almost Famous _2000_,Drama
3898,Bait _2000_,ActionaCmd
3899,Circus _2000_,CriaDramaaThi
3900,Cri and Punishment in Suburbia _2000_,CmdaDrama
3901,Duets _2000_,CmdaDrama
3906,Under Suspicion _2000_,CriaThi
3908,Urban Legends_ Final Cut _2000_,Horror
3909,Woman on Top _2000_,CmdaRom
3910,Dancer in the Dark _2000_,DramaaMusical
3911,Best in Show _2000_,Cmd
3912,Beautiful _2000_,CmdaDrama
3914,Broken Hearts Club_ The _2000_,Drama
3915,Girlfight _2000_,Drama
3916,Remember the Titans _2000_,Drama
3917,Hellraiser _1987_,Horror
3918,Hellbound_ Hellraiser II _1988_,Horror
3919,Hellraiser III_ Hell on Earth _1992_,Horror
3920,Faraway_ So Close _In weiter Ferne_ so nah!_ _1993_,DramaaFanaMysteryaRom
3922,Bikini Beach _1964_,Cmd
3925,Stranger Than Paradise _1984_,CmdaDrama
3926,Voyage to the Bottom of the Sea _1961_,AdvaSci-Fi
3927,Fantastic Voyage _1966_,AdvaSci-Fi
3928,Abbott and Costello Meet Frankenstein _1948_,CmdaHorror
3929,Bank Dick_ The _1940_,Cmd
3930,Creature from the Black Lagoon_ The _1954_,AdvaHorroraSci-Fi
3932,Invisible Man_ The _1933_,HorroraSci-Fi
3933,Killer Shrews_ The _1959_,HorroraSci-Fi
3937,Runaway _1984_,Sci-FiaThi
3938,Slumber Party Massacre_ The _1982_,Horror
3939,Slumber Party Massacre II _1987_,Horror
3940,Slumber Party Massacre III _1990_,Horror
3941,Sorority House Massacre _1986_,Horror
3942,Sorority House Massacre II _1990_,Horror
3943,Bamboozled _2000_,Cmd
3945,Digimon_ The Movie _2000_,AdvaAniaChi
3946,Get Carter _2000_,ActionaDramaaThi
3947,Get Carter _1971_,ActionaCriaDramaaThi
3948,Meet the Parents _2000_,Cmd
3949,Requiem for a Dream _2000_,Drama
3950,Tigerland _2000_,Drama
3951,Two Family House _2000_,Drama
3952,Contender_ The _2000_,DramaaThi
3953,Dr_ T and the Women _2000_,CmdaRom
3955,Ladies Man_ The _2000_,Cmd
3957,Billy Jack _1971_,ActionaDrama
3958,Billy Jack Goes to Washington _1977_,Drama
3959,Time Machine_ The _1960_,ActionaAdvaSci-Fi
3962,Ghoulies II _1987_,CmdaHorror
3963,Unsinkable Molly Brown_ The _1964_,Musical
3964,Advs of Ichabod and Mr_ Toad_ The _1949_,AniaChi
3965,Strange Love of Martha Ivers_ The _1946_,DramaaFilm-Noir
3966,Detour _1945_,CriaFilm-Noir
3967,Billy Elliot _2000_,Drama
3968,Bedazzled _2000_,Cmd
3969,Pay It Forward _2000_,Drama
3971,Private Eyes_ The _1981_,CmdaMystery
3972,Legend of Drunken Master_ The _Jui kuen II_ _1994_,ActionaCmd
3973,Book of Shadows_ Blair Witch 2 _2000_,CriaHorroraMysteryaThi
3974,Little Vampire_ The _2000_,AdvaChi
3977,Charlie's Angels _2000_,ActionaCmd
3978,Legend of Bagger Vance_ The _2000_,DramaaRom
3979,Little Nicky _2000_,Cmd
3980,Men of Honor _2000_,Drama
3981,Red Planet _2000_,ActionaSci-FiaThi
3983,You Can Count on Me _2000_,DramaaRom
3984,Diamonds Are Forever _1971_,ActionaAdvaThi
3985,Eagle Has Landed_ The _1976_,DramaaWar
3986,6th Day_ The _2000_,ActionaSci-FiaThi
3987,Bounce _2000_,DramaaRom
3988,How the Grinch Stole Christmas _a_k_a_ The Grinch_ _2000_,ChiaCmdaFan
3989,One Day in September _1999_,Documentary
3990,Rugrats in Paris_ The Movie _2000_,AniaChiaCmd
3991,102 Dalmatians _2000_,ChiaCmd
3992,Malèna _2000_,DramaaRomaWar
3993,Quills _2000_,DramaaRom
3994,Unbreakable _2000_,DramaaSci-Fi
3996,Crouching Tiger_ Hidden Dragon _Wo hu cang long_ _2000_,ActionaDramaaRom
3997,Dungeons & Dragons _2000_,ActionaAdvaCmdaFan
3998,Proof of Life _2000_,Drama
3999,Vertical Limit _2000_,ActionaAdv
4000,Bounty_ The _1984_,AdvaDrama
4002,Planes_ Trains & Automobiles _1987_,Cmd
4003,She's Having a Baby _1988_,Cmd
4005,Living Daylights_ The _1987_,ActionaAdvaThi
4006,Transformers_ The Movie _1986_,AdvaAniaChiaSci-Fi
4007,Wall Street _1987_,Drama
4008,Born on the Fourth of July _1989_,DramaaWar
4009,Talk Radio _1988_,Drama
4010,Brewster's Millions _1985_,Cmd
4011,Snatch _2000_,CmdaCriaThi
4012,Punchline _1988_,CmdaDrama
4014,Chocolat _2000_,DramaaRom
4015,Dude_ Where's My Car? _2000_,CmdaSci-Fi
4016,Emperor's New Groove_ The _2000_,AdvaAniaChiaCmdaFan
4017,Pollock _2000_,Drama
4018,What Women Want _2000_,CmdaRom
4019,Finding Forrester _2000_,Drama
4020,Gift_ The _2000_,Thi
4021,Before Night Falls _2000_,Drama
4022,Cast Away _2000_,Drama
4023,Family Man_ The _2000_,CmdaDramaaRom
4024,House of Mirth_ The _2000_,Rom
4025,Miss Congeniality _2000_,CmdaCri
4027,O Brother_ Where Art Thou? _2000_,AdvaCmdaCri
4029,State and Main _2000_,CmdaDrama
4030,Dracula 2000 _2000_,Horror
4031,All the Pretty Horses _2000_,DramaaRomaWestern
4032,Everlasting Piece_ An _2000_,Cmd
4033,Thirteen Days _2000_,DramaaThiaWar
4034,Traffic _2000_,CriaDramaaThi
4035,Claim_ The _2000_,RomaWestern
4036,Shadow of the Vampire _2000_,DramaaHorror
4037,House of Games _1987_,CriaFilm-NoiraMysteryaThi
4039,Annie _1982_,ChiaMusical
4040,Don't Tell Mom the Babysitter's Dead _1991_,Cmd
4041,Officer and a Gentleman_ An _1982_,DramaaRom
4042,Alamo_ The _1960_,ActionaDramaaWaraWestern
4043,At Close Range _1986_,CriaDrama
4046,Friendly Persuasion _1956_,Drama
4047,Gettysburg _1993_,DramaaWar
4051,Horrors of Spider Island _Ein Toter Hing im Netz_ _1960_,HorroraSci-Fi
4052,Antitrust _2001_,CriaDramaaThi
4053,Double Take _2001_,ActionaCmd
4054,Save the Last Dance _2001_,DramaaRom
4055,Panic _2000_,Drama
4056,Pledge_ The _2001_,CriaDramaaMysteryaThi
4061,The Man in the Moon _1991_,DramaaRom
4062,Mystic Pizza _1988_,CmdaDramaaRom
4063,Prelude to a Kiss _1992_,CmdaDramaaRom
4064,Coffy _1973_,ActionaCriaThi
4065,Foxy Brown _1974_,ActionaCriaDrama
4066,I'm Gonna Git You Sucka _1988_,ActionaCmd
4067,Untamed Heart _1993_,DramaaRom
4068,Sugar & Spice _2001_,Cmd
4069,Wedding Planner_ The _2001_,CmdaRom
4074,Legend of Rita_ The _Stille nach dem Schuß_ Die_ _1999_,Drama
4077,With a Friend Like Harry___ _Harry_ un ami qui vous veut du bien_ _2000_,DramaaThi
4078,Amazing Grace and Chuck _1987_,Drama
4079,Amazon Women on the Moon _1987_,CmdaSci-Fi
4080,Baby Boom _1987_,Cmd
4081,Back to the Beach _1987_,Cmd
4082,Barfly _1987_,CmdaDramaaRom
4083,Best Seller _1987_,Thi
4084,Beverly Hills Cop II _1987_,ActionaCmdaCriaThi
4085,Beverly Hills Cop _1984_,ActionaCmdaCriaDrama
4086,Big Easy_ The _1987_,ActionaCriaMysteryaRomaThi
4089,Born in East L_A_ _1987_,Cmd
4090,Brave Little Toaster_ The _1987_,AniaChi
4091,Can't Buy Me Love _1987_,CmdaRom
4092,Cherry 2000 _1987_,RomaSci-Fi
4093,Cop _1988_,Thi
4102,Eddie Murphy Raw _1987_,CmdaDocumentary
4103,Empire of the Sun _1987_,ActionaAdvaDramaaWar
4104,Ernest Goes to Camp _1987_,Cmd
4105,Evil Dead_ The _1981_,FanaHorroraThi
4109,Flowers in the Attic _1987_,DramaaThi
4110,Fourth Protocol_ The _1987_,Thi
4111,Gardens of Stone _1987_,DramaaWar
4113,Glass Menagerie_ The _1987_,Drama
4115,Hiding Out _1987_,Cmd
4116,Hollywood Shuffle _1987_,Cmd
4117,Hope and Glory _1987_,Drama
4121,Innerspace _1987_,ActionaAdvaCmdaSci-Fi
4123,Ishtar _1987_,Cmd
4124,Jaws_ The Revenge _1987_,HorroraThi
4125,Leonard Part 6 _1987_,CmdaSci-Fi
4126,Less Than Zero _1987_,Drama
4127,Like Father_ Like Son _1987_,Cmd
4128,Lost Boys_ The _1987_,CmdaHorroraThi
4129,Made in Heaven _1987_,FanaRom
4130,Maid to Order _1987_,CmdaFan
4131,Making Mr_ Right _1987_,CmdaRomaSci-Fi
4132,Mannequin _1987_,CmdaRom
4133,Masters of the Universe _1987_,ActionaAdvaFanaSci-Fi
4135,Monster Squad_ The _1987_,AdvaCmdaHorror
4138,My Demon Lover _1987_,CmdaHorror
4139,No Man's Land _1987_,CriaDrama
4141,Head Over Heels _2001_,CmdaRom
4142,Left Behind_ The Movie _2000_,ActionaAdvaDramaaThi
4143,Valentine _2001_,HorroraMystery
4144,In the Mood For Love _Fa yeung nin wa_ _2000_,DramaaRom
4146,Million Dollar Hotel_ The _2001_,DramaaMysteryaRom
4147,Nico and Dani _Krámpack_ _2000_,CmdaDramaaRom
4148,Hannibal _2001_,HorroraThi
4149,Saving Silverman _Evil Woman_ _2001_,CmdaRom
4152,Vatel _2000_,Drama
4153,Down to Earth _2001_,CmdaFanaRom
4154,Recess_ School's Out _2001_,AniaChi
4155,Sweet November _2001_,DramaaRom
4156,Company Man _2000_,Cmd
4157,Price of Milk_ The _2000_,CmdaDramaaFanaRom
4158,Monkeybone _2001_,AniaCmdaFan
4159,3000 Miles to Graceland _2001_,ActionaThi
4160,Widow of St_ Pierre_ The _Veuve de Saint-Pierre_ La_ _2000_,DramaaRom
4161,Mexican_ The _2001_,ActionaCmd
4164,Caveman's Valentine_ The _2001_,Drama
4166,Series 7_ The Contenders _2001_,ActionaDrama
4167,15 Minutes _2001_,Thi
4168,Get Over It _2001_,CmdaRom
4171,Long Night's Journey Into Day _2000_,Documentary
4174,Avalon _1990_,Drama
4175,Gray's Anatomy _1996_,CmdaDrama
4178,Of Mice and Men _1939_,Drama
4180,Reform School Girls _1986_,ActionaDrama
4181,Tapeheads _1988_,Cmd
4184,Bishop's Wife_ The _1947_,CmdaDramaaRom
4187,Lilies of the Field _1963_,Drama
4189,Greatest Story Ever Told_ The _1965_,Drama
4190,Elmer Gantry _1960_,Drama
4191,Alfie _1966_,CmdaDramaaRom
4193,Fantasticks_ The _1995_,Musical
4194,I Know Where I'm Going! _1945_,DramaaRomaWar
4195,Abominable Dr_ Phibes_ The _1971_,HorroraMystery
4197,Real Life _1979_,Cmd
4198,Battle Beyond the Stars _1980_,Sci-Fi
4200,Double Impact _1991_,Action
4202,Fuzz _1972_,Drama
4203,Harley Davidson and the Marlboro Man _1991_,ActionaCriaDrama
4204,Losin' It _1983_,Cmd
4205,Mermaids _1990_,CmdaDramaaRom
4207,Navy Seals _1990_,ActionaAdvaWar
4210,Manhunter _1986_,ActionaCriaDramaaHorroraThi
4211,Reversal of Fortune _1990_,Drama
4212,Death on the Nile _1978_,CriaMystery
4214,Revenge of the Nerds _1984_,Cmd
4215,Revenge of the Nerds II_ Nerds in Paradise _1987_,Cmd
4217,4 Little Girls _1997_,Documentary
4218,River's Edge _1986_,CriaDrama
4219,Girls Just Want to Have Fun _1985_,Cmd
4220,Longest Yard_ The _1974_,Cmd
4221,Necessary Roughness _1991_,Cmd
4223,Enemy at the Gates _2001_,DramaaWar
4224,Exit Wounds _2001_,ActionaThi
4225,Dish_ The _2001_,Cmd
4226,Memento _2000_,MysteryaThi
4228,Heartbreakers _2001_,CmdaCriaRom
4229,Say It Isn't So _2001_,CmdaRom
4231,Someone Like You _2001_,CmdaRom
4232,Spy Kids _2001_,ActionaAdvaChiaCmd
4233,Tomcats _2001_,Cmd
4234,Tailor of Panama_ The _2001_,DramaaThi
4235,Amores Perros _Love's a Bitch_ _2000_,DramaaThi
4236,Keep the River on Your Right_ A Modern Cannibal Tale _2000_,Documentary
4237,Gleaners & I_ The _Les glaneurs et la glaneuse_ _2000_,Documentary
4238,Along Came a Spider _2001_,ActionaCriaMysteryaThi
4239,Blow _2001_,CriaDrama
4240,Just Visiting _2001_,CmdaFan
4241,Pokémon 3_ The Movie _2001_,AniaChi
4242,Beautiful Creatures _2000_,CmdaCriaDramaaThi
4243,Brigham City _2001_,CriaDramaaMystery
4246,Bridget Jones's Diary _2001_,CmdaDramaaRom
4247,Joe Dirt _2001_,AdvaCmdaMysteryaRom
4248,Josie and the Pussycats _2001_,Cmd
4251,Chopper _2000_,DramaaThi
4252,Circle_ The _Dayereh_ _2000_,Drama
4254,Crocodile Dundee in Los Angeles _2001_,CmdaDrama
4255,Freddy Got Fingered _2001_,Cmd
4256,Center of the World_ The _2001_,Drama
4259,Luzhin Defence_ The _2000_,DramaaRom
4260,Visit_ The _2000_,Drama
4262,Scarface _1983_,ActionaCriaDrama
4263,Days of Wine and Roses _1962_,Drama
4265,Driven _2001_,ActionaThi
4267,One Night at McCool's _2001_,Cmd
4268,Town & Country _2001_,Cmd
4270,Mummy Returns_ The _2001_,ActionaAdvaCmdaThi
4273,Under the Sand _2000_,Drama
4275,Krull _1983_,ActionaAdvaFanaSci-Fi
